MONTH_REPORTED,DRIVER_START_MONTH,CITY,STATE,ZIP,NUMBER_OF_TRIPS,MULTIPLE_TNPS
2024-08-01,2024-06-01,,IN,,1,false
2024-08-01,2021-10-01,Chicago,IL,60623,113,false
2024-08-01,2024-02-01,Chicago,IL,60652,352,false
2024-08-01,2024-01-01,Chicago,IL,60639,59,false
2024-08-01,2024-01-01,Chicago,IL,60639,59,false
2024-08-01,2021-02-01,Bellwood,IL,60104,0,false
2024-08-01,2024-05-01,,WA,,69,true
2024-08-01,2023-11-01,Milwaukee,WI,53207,162,false
2024-08-01,2024-05-01,Chicago,IL,60660,0,true
2024-08-01,2023-11-01,Oak Forest,IL,60452,52,false
2024-08-01,2024-08-01,Chicago,IL,60926,0,false
2024-08-01,2023-09-01,Chicago,IL,60617,0,false
2024-08-01,2023-09-01,Chicago,IL,60617,0,false
2024-08-01,2023-09-01,Chicago,IL,60617,0,false
2024-08-01,2023-04-01,Chicago,IL,60616,17,false
2024-08-01,2024-05-01,Chicago,IL,60641,186,false
2024-08-01,2024-03-01,East Hazel Crest,IL,60429,0,false
2024-08-01,2019-07-01,Chicago,IL,60623,16,false
2024-08-01,2019-08-01,Lyons,IL,60534,201,true
2024-08-01,2024-01-01,Hanover Park,IL,60133,0,true
2024-08-01,2023-01-01,Chicago,IL,60645,502,true
2024-08-01,2018-08-01,Gary,IN,46403,13,true
2024-08-01,2023-11-01,Chicago,IL,60634,3,false
2024-08-01,2023-04-01,Chicago,IL,60640,145,false
2024-08-01,2023-07-01,Montgomery,IL,60538,0,true
2024-08-01,2023-07-01,Richton Park,IL,60471,251,true
2024-08-01,2024-05-01,Joliet,IL,60435,9,true
2024-08-01,2014-08-01,Niles,IL,60714,0,false
2024-08-01,2022-12-01,Aurora,IL,60505,1,false
2024-08-01,2024-07-01,Schiller Park,IL,60176,61,true
2024-08-01,2023-11-01,Cortland,IL,60112,0,false
2024-08-01,2024-08-01,,WI,,44,false
2024-08-01,2021-01-01,Chicago,IL,60641,114,false
2024-08-01,2023-07-01,Schaumburg,IL,60194,463,false
2024-08-01,2024-02-01,Chicago,IL,60656,54,true
2024-08-01,2020-12-01,Chicago,IL,60629,242,true
2024-08-01,2015-05-01,Seatonville,IL,61359,109,true
2024-08-01,2024-05-01,Chicago,IL,60623,226,false
2024-08-01,2023-09-01,Calumet Park,IL,60827,167,true
2024-08-01,2023-11-01,Waukegan,IL,60087,41,true
2024-08-01,2023-12-01,Chicago,IL,60608,62,true
2024-08-01,2019-10-01,Lombard,IL,60148,10,false
2024-08-01,2024-02-01,Schaumburg,IL,60193,0,false
2024-08-01,2024-02-01,Schaumburg,IL,60193,0,false
2024-08-01,2024-02-01,Schaumburg,IL,60193,0,false
2024-08-01,2024-02-01,Schaumburg,IL,60193,0,false
2024-08-01,2024-02-01,Schaumburg,IL,60193,0,false
2024-08-01,2024-02-01,Schaumburg,IL,60193,0,false
2024-08-01,2024-04-01,Chicago,IL,60616,596,false
2024-08-01,2024-06-01,Chicago,IL,60639,35,false
2024-08-01,2019-01-01,Wheeling,IL,60090,0,false
2024-08-01,2019-01-01,Wheeling,IL,60090,0,false
2024-08-01,2016-05-01,Hammond,IN,46324,0,true
2024-08-01,2017-07-01,Wheeling,IL,60090,0,true
2024-08-01,2023-10-01,Chicago,IL,60649,211,true
2024-08-01,2017-09-01,Chicago,IL,60606,0,true
2024-08-01,2023-09-01,Berwyn,IL,60402,213,false
2024-08-01,2024-08-01,Chicago,IL,60659,74,false
2024-08-01,2020-01-01,Chicago,IL,60626,189,true
2024-08-01,2023-09-01,Glendale Heights,IL,60139,1,false
2024-08-01,2024-06-01,Elgin,IL,60124,0,false
2024-08-01,2024-06-01,Elgin,IL,60124,0,false
2024-08-01,2022-09-01,Chicago,IL,60645,25,false
2024-08-01,2023-11-01,Skokie,IL,60076,233,false
2024-08-01,2024-03-01,Chicago,IL,60659,157,true
2024-08-01,2022-12-01,Chicago,IL,60645,483,false
2024-08-01,2023-12-01,Chicago,IL,60642,0,false
2024-08-01,2023-12-01,Chicago,IL,60642,0,false
2024-08-01,2024-06-01,Chicago,IL,60629,16,false
2024-08-01,2024-06-01,,IA,,104,false
2024-08-01,2023-12-01,Des Moines,WA,98198,102,true
2024-08-01,2024-04-01,Philadelphia,PA,19116,246,false
2024-08-01,2024-06-01,,IL,,1,false
2024-08-01,2024-06-01,,IL,,1,false
2024-08-01,2024-06-01,,IL,,1,false
2024-08-01,2024-06-01,Markham,IL,60428,21,false
2024-08-01,2024-07-01,,MO,,2,false
2024-08-01,2024-07-01,Skokie,IL,60076,197,false
2024-08-01,2024-07-01,Elmhurst,IL,60126,35,false
2024-08-01,2023-12-01,Chicago,IL,60614,0,false
2024-08-01,2023-12-01,Chicago,IL,60614,0,false
2024-08-01,2024-06-01,Calumet City,IL,60409,363,false
2024-08-01,2016-08-01,Chicago,IL,60630,98,false
2024-08-01,2017-01-01,Fox Lake,IL,60016,6,true
2024-08-01,2024-08-01,Willowbrook,IL,60527,5,false
2024-08-01,2018-03-01,San Francisco,CA,94122,23,true
2024-08-01,2023-07-01,Chicago,IL,60621,160,false
2024-08-01,2023-07-01,,GA,,0,false
2024-08-01,2023-07-01,,GA,,0,false
2024-08-01,2019-08-01,Aurora,IL,60504,31,true
2024-08-01,2024-06-01,Schaumburg,IL,60173,37,false
2024-08-01,2023-05-01,Arlington Heights,IL,60004,156,false
2024-08-01,2022-12-01,Chicago,IL,60660,642,true
2024-08-01,2024-04-01,Brooklyn,NY,11229,30,false
2024-08-01,2015-08-01,Chicago,IL,60643,259,true
2024-08-01,2021-08-01,Aurora,IL,60505,0,false
2024-08-01,2023-10-01,Des Plaines,IL,60018,0,true
2024-08-01,2023-07-01,,WI,,267,false
2024-08-01,2023-10-01,Chicago,IL,60645,122,false
2024-08-01,2022-08-01,Bellwood,IL,60104,8,true
2024-08-01,2024-05-01,Chicago,IL,60625,56,false
2024-08-01,2024-03-01,Chicago,IL,60617,167,false
2024-08-01,2024-01-01,Brooklyn,NY,11222,237,true
2024-08-01,2021-06-01,Phoenix,IL,60426,3,true
2024-08-01,2024-05-01,Chicago,IL,60609,14,false
2024-08-01,2020-12-01,Chicago,IL,60620,0,true
2024-08-01,2020-07-01,Chicago,IL,60651,141,true
2024-08-01,2020-01-01,Park Ridge,IL,60068,0,false
2024-08-01,2024-03-01,Chicago,IL,60617,247,false
2024-08-01,2024-03-01,Chicago,IL,60647,427,true
2024-08-01,2023-03-01,Villa Park,IL,60181,0,false
2024-08-01,2023-03-01,Villa Park,IL,60181,0,false
2024-08-01,2024-07-01,Chicago,IL,60624,71,false
2024-08-01,2017-06-01,Bolingbrook,IL,60440,7,false
2024-08-01,2023-05-01,Cicero,IL,60804,10,false
2024-08-01,2020-08-01,Evanston,IL,60201,255,true
2024-08-01,2022-01-01,Chicago,IL,60626,88,true
2024-08-01,2024-06-01,Chicago,IL,60653,57,false
2024-08-01,2019-01-01,Chicago,IL,60640,23,true
2024-08-01,2017-07-01,Orland Park,IL,60462,270,true
2024-08-01,2024-06-01,South Holland,IL,60473,3,true
2024-08-01,2016-09-01,,NJ,,0,false
2024-08-01,2019-01-01,Chicago,IL,60617,25,true
2024-08-01,2023-05-01,Elmhurst,IL,60126,136,true
2024-08-01,2023-10-01,Chicago,IL,60612,55,false
2024-08-01,2023-09-01,Beaverton,OR,97006,464,false
2024-08-01,2024-03-01,Aurora,IL,60504,200,true
2024-08-01,2024-06-01,Broadview,IL,60155,293,false
2024-08-01,2023-10-01,,IL,,164,true
2024-08-01,2024-08-01,Berwyn,IL,60402,21,true
2024-08-01,2021-06-01,Skokie,IL,60076,362,true
2024-08-01,2016-10-01,Plainfield,IL,60544,0,false
2024-08-01,2019-07-01,Chicago,IL,60647,174,false
2024-08-01,2024-07-01,Gary,IN,46408,181,false
2024-08-01,2023-07-01,Chicago,IL,60629,52,false
2024-08-01,2023-05-01,Mount Prospect,IL,60056,48,false
2024-08-01,2024-04-01,Chicago,IL,60645,76,false
2024-08-01,2024-07-01,Lansing,IL,60438,114,false
2024-08-01,2022-10-01,Itasca,IL,60143,0,false
2024-08-01,2024-02-01,Chicago,IL,60605,200,false
2024-08-01,2023-09-01,Chicago,IL,60609,240,false
2024-08-01,2023-03-01,Bloomington,IL,61701,0,false
2024-08-01,2023-01-01,Arlington Heights,IL,60005,266,false
2024-08-01,2024-07-01,Chicago,IL,60607,719,false
2024-08-01,2024-04-01,Chicago,IL,60626,139,true
2024-08-01,2024-07-01,Chicago,IL,60649,500,false
2024-08-01,2024-04-01,Schaumburg,IL,60173,363,true
2024-08-01,2017-12-01,Hillside,IL,60162,0,false
2024-08-01,2024-05-01,Chicago,IL,60653,114,false
2024-08-01,2021-06-01,Chicago,IL,60616,387,true
2024-08-01,2023-12-01,Plainfield,IL,60585,72,false
2024-08-01,2024-07-01,Los Angeles,CA,90010,46,false
2024-08-01,2023-09-01,Chicago,IL,60649,108,false
2024-08-01,2023-12-01,Joliet,IL,60432,0,false
2024-08-01,2024-01-01,,WA,,125,false
2024-08-01,2024-05-01,Calumet,IL,60409,125,false
2024-08-01,2018-07-01,Chicago,IL,60629,140,true
2024-08-01,2019-04-01,Darien,IL,60561,0,true
2024-08-01,2024-01-01,Chicago,IL,60632,168,true
2024-08-01,2023-05-01,Chicago,IL,60639,301,false
2024-08-01,2019-04-01,Streamwood,IL,60107,30,true
2024-08-01,2017-10-01,Chicago,IL,60612,135,true
2024-08-01,2024-07-01,Chicago,IL,60608,224,false
2024-08-01,2024-03-01,Chicago,IL,60616,358,false
2024-08-01,2022-08-01,Chicago,IL,60606,136,false
2024-08-01,2024-07-01,Chicago Ridge,IL,60415,112,false
2024-08-01,2017-02-01,,WA,,230,true
2024-08-01,2022-07-01,Chicago,IL,60653,102,true
2024-08-01,2024-03-01,Chicago,IL,60659,332,true
2024-08-01,2023-12-01,Elmwood Park,IL,60707,0,true
2024-08-01,2023-12-01,Elmwood Park,IL,60707,0,true
2024-08-01,2023-12-01,Elmwood Park,IL,60707,0,true
2024-08-01,2017-02-01,Chicago,IL,60651,108,false
2024-08-01,2018-04-01,Chicago,IL,60649,269,true
2024-08-01,2023-09-01,,IL,,0,false
2024-08-01,2023-09-01,,IL,,0,false
2024-08-01,2023-09-01,,IL,,0,false
2024-08-01,2023-09-01,,IL,,0,false
2024-08-01,2023-09-01,,IL,,0,false
2024-08-01,2023-09-01,,IL,,0,false
2024-08-01,2023-09-01,,IL,,0,false
2024-08-01,2023-09-01,,IL,,0,false
2024-08-01,2023-09-01,,IL,,0,false
2024-08-01,2018-05-01,Des Plaines,IL,60016,376,true
2024-08-01,2020-09-01,Bartlett,IL,60103,65,false
2024-08-01,2024-07-01,Schamburg,IL,60194,450,false
2024-08-01,2024-05-01,Mount Prospect,IL,60056,17,false
2024-08-01,2016-09-01,Chicago,IL,60626,271,true
2024-08-01,2024-05-01,Chicago,IL,60610,108,false
2024-08-01,2018-06-01,Jefferson City,MO,65109,133,false
2024-08-01,2024-01-01,Kentwood,MI,49512,0,false
2024-08-01,2023-12-01,Chicago,IL,60630,86,false
2024-08-01,2024-03-01,Chicago,IL,60653,22,false
2024-08-01,2021-04-01,Chicago,IL,60634,97,false
2024-08-01,2015-12-01,Chicago,IL,60641,108,true
2024-08-01,2024-07-01,Mchenry,IL,60051,0,true
2024-08-01,2017-03-01,Chicago,IL,60640,87,true
2024-08-01,2022-12-01,Chicago,IL,60632,65,true
2024-08-01,2024-03-01,Chicago,IL,60617,433,false
2024-08-01,2024-01-01,Chicago,IL,60623,399,false
2024-08-01,2017-08-01,Minneapolis,MN,55454,0,false
2024-08-01,2023-11-01,Chicago,IL,60660,0,false
2024-08-01,2023-11-01,Chicago,IL,60660,0,false
2024-08-01,2023-11-01,Chicago,IL,60660,0,false
2024-08-01,2023-11-01,Chicago,IL,60660,0,false
2024-08-01,2023-11-01,Chicago,IL,60660,0,false
2024-08-01,2023-11-01,Chicago,IL,60660,0,false
2024-08-01,2015-04-01,Chicago,IL,60641,94,true
2024-08-01,2016-06-01,Chicago,IL,60644,128,true
2024-08-01,2022-04-01,Peotone,IL,60468,89,true
2024-08-01,2017-07-01,Chicago,IL,60640,70,false
2024-08-01,2022-02-01,Chicago,IL,60659,29,false
2024-08-01,2018-11-01,Cicero,IL,60804,192,false
2024-08-01,2024-07-01,Hazel Crest,IL,60029,0,false
2024-08-01,2021-11-01,Harwood Heights,IL,60706,59,false
2024-08-01,2024-06-01,Chicago,IL,60659,215,false
2024-08-01,2024-04-01,Hinsdale,IL,60527,15,false
2024-08-01,2024-07-01,Chicago,IL,60659,257,false
2024-08-01,2016-09-01,Chicago,IL,60630,10,true
2024-08-01,2024-07-01,Chicago,IL,60656,29,false
2024-08-01,2020-06-01,Chicago,IL,60629,11,false
2024-08-01,2023-07-01,Skokie,IL,60076,72,true
2024-08-01,2023-11-01,Schaumburg,IL,60195,0,false
2024-08-01,2021-08-01,Bloomingdale,IL,60108,8,false
2024-08-01,2023-06-01,Homer Glen,IL,60459,1,false
2024-08-01,2018-09-01,Oak Lawn,IL,60453,0,true
2024-08-01,2024-02-01,Chicago,IL,60649,56,false
2024-08-01,2024-08-01,Bartlett,IL,60103,21,true
2024-08-01,2019-04-01,Chicago,IL,60641,33,false
2024-08-01,2023-03-01,Chicago,IL,60641,10,true
2024-08-01,2024-06-01,Chicago,IL,60646,157,false
2024-08-01,2023-01-01,Joliet,IL,60436,0,false
2024-08-01,2023-01-01,Joliet,IL,60436,0,false
2024-08-01,2023-10-01,Des Plaines,IL,60016,333,false
2024-08-01,2021-09-01,Chicago,IL,60657,193,false
2024-08-01,2023-07-01,Chicago,IL,60628,5,true
2024-08-01,2023-01-01,Matteson,IL,60443,38,false
2024-08-01,2024-08-01,Berwyn,IL,60402,7,false
2024-08-01,2024-08-01,Berwyn,IL,60402,7,false
2024-08-01,2024-03-01,Chicago,IL,60640,13,true
2024-08-01,2021-06-01,Chicago,IL,60623,59,true
2024-08-01,2023-10-01,Chicago,IL,60606,275,false
2024-08-01,2022-09-01,Richton Park,IL,60471,70,true
2024-08-01,2022-08-01,Indianapolis,IN,46229,0,false
2024-08-01,2023-09-01,Chicago,IL,60620,28,false
2024-08-01,2020-06-01,Tinley Park,IL,60487,30,true
2024-08-01,2024-03-01,Seattle,WA,98108,20,false
2024-08-01,2024-04-01,Crystal Lake,IL,60012,0,false
2024-08-01,2024-04-01,Chicago,IL,60619,9,false
2024-08-01,2024-03-01,Chicago,IL,60628,177,false
2024-08-01,2016-03-01,Broadview,IL,60155,11,true
2024-08-01,2021-03-01,Wood Dale,IL,60191,110,false
2024-08-01,2024-06-01,Glendale Heights,IL,60139,34,false
2024-08-01,2024-07-01,Chicago,IL,60645,200,false
2024-08-01,2023-06-01,Calumet City,IL,60409,223,true
2024-08-01,2024-06-01,Chicago,IL,60630,229,true
2024-08-01,2023-07-01,Mchenry,IL,60050,0,false
2024-08-01,2023-12-01,Edwardsville,IL,62025,0,false
2024-08-01,2024-04-01,Lakemoor,IL,60051,46,false
2024-08-01,2024-08-01,Chicago,IL,60618,243,false
2024-08-01,2018-06-01,Burbank,IL,60459,0,true
2024-08-01,2023-06-01,Wheeling,IL,60090,0,true
2024-08-01,2023-05-01,Bridgeview,IL,60455,280,false
2024-08-01,2024-06-01,Maywood,IL,60153,117,false
2024-08-01,2023-04-01,Kankakee,IL,60901,0,false
2024-08-01,2024-07-01,Chicago,IL,60620,154,false
2024-08-01,2024-06-01,Chicago,IL,60610,507,false
2024-08-01,2016-11-01,Chicago,IL,60645,8,true
2024-08-01,2024-05-01,Chicago,IL,60631,155,false
2024-08-01,2017-02-01,,NY,,10,false
2024-08-01,2023-08-01,Chicago,IL,60640,382,true
2024-08-01,2022-05-01,Hickory Hills,IL,60457,2,false
2024-08-01,2024-07-01,Chicago,IL,60629,462,false
2024-08-01,2024-04-01,Chicago,IL,60628,15,false
2024-08-01,2017-04-01,Lahaina,HI,96761,3,false
2024-08-01,2016-08-01,Chicago,IL,60616,19,false
2024-08-01,2024-04-01,Chicago,IL,60642,0,true
2024-08-01,2021-11-01,Chicago,IL,60659,0,true
2024-08-01,2022-12-01,Romeoville,IL,60446,34,true
2024-08-01,2024-08-01,Robbins,IL,60472,254,false
2024-08-01,2024-06-01,Chicago,IL,60632,86,false
2024-08-01,2017-01-01,,IL,,119,false
2024-08-01,2017-08-01,Chicago,IL,60645,334,true
2024-08-01,2024-06-01,Arlington Heights,IL,60004,162,false
2024-08-01,2024-04-01,Chicago,IL,60645,13,false
2024-08-01,2023-08-01,Iowa City,IA,52245,0,false
2024-08-01,2019-04-01,Chicago,IL,60642,63,false
2024-08-01,2017-01-01,Romeoville,IL,60446,35,false
2024-08-01,2024-03-01,Chicago,IL,60646,0,false
2024-08-01,2024-03-01,Chicago,IL,60646,0,false
2024-08-01,2024-03-01,Chicago,IL,60646,0,false
2024-08-01,2023-08-01,Chicago,IL,60620,24,false
2024-08-01,2021-03-01,Chicago,IL,60607,38,false
2024-08-01,2023-10-01,Woodridge,IL,60517,0,true
2024-08-01,2023-10-01,Brookfield,IL,60513,49,false
2024-08-01,2015-11-01,Skokie,IL,60076,172,true
2024-08-01,2022-01-01,Cortland,IL,60112,0,true
2024-08-01,2023-03-01,Mount Prospect,IL,60056,0,false
2024-08-01,2017-11-01,Chicago,IL,60707,114,true
2024-08-01,2023-05-01,,AZ,,101,false
2024-08-01,2023-10-01,Lombard,IL,60148,396,true
2024-08-01,2023-08-01,Wheeling,IL,60090,51,false
2024-08-01,2021-10-01,Chicago,IL,60645,29,true
2024-08-01,2024-06-01,Chicago,IL,60651,174,false
2024-08-01,2024-07-01,Ann Arbor,MI,48104,7,false
2024-08-01,2024-02-01,Woodridge,IL,60517,0,true
2024-08-01,2019-06-01,Chicago,IL,60645,694,true
2024-08-01,2024-06-01,Oak Park,IL,60302,39,false
2024-08-01,2024-05-01,Aurora,IL,60504,71,false
2024-08-01,2020-12-01,Wheeling,IL,60090,22,true
2024-08-01,2021-09-01,,AZ,,146,false
2024-08-01,2023-12-01,Chicago,IL,60607,600,true
2024-08-01,2022-09-01,Worth,IL,60482,62,false
2024-08-01,2017-10-01,,IN,,0,true
2024-08-01,2015-05-01,Chicago,IL,60626,0,false
2024-08-01,2018-11-01,Chicago,IL,60629,394,false
2024-08-01,2022-06-01,Lombard,IL,60148,2,false
2024-08-01,2023-05-01,Elgin,IL,60124,5,false
2024-08-01,2024-06-01,Chicago,IL,60636,100,true
2024-08-01,2022-02-01,Homer Glen,IL,60491,128,true
2024-08-01,2020-03-01,Chicago,IL,60634,10,false
2024-08-01,2022-05-01,Oak Lawn,IL,60453,53,false
2024-08-01,2024-06-01,Gurnee,IL,60031,80,false
2024-08-01,2022-08-01,Chicago,IL,60647,0,false
2024-08-01,2023-09-01,Midland,TX,79703,0,false
2024-08-01,2024-02-01,,NY,,0,true
2024-08-01,2022-11-01,Chicago,IL,60652,134,false
2024-08-01,2013-10-01,Chicago,IL,60619,528,true
2024-08-01,2022-08-01,,IN,,9,false
2024-08-01,2022-03-01,Spokane,WA,99217,198,false
2024-08-01,2016-11-01,Schaumburg,IL,60194,32,true
2024-08-01,2024-02-01,Hines,MI,60141,101,false
2024-08-01,2017-12-01,Wheaton,IL,60189,5,false
2024-08-01,2018-07-01,Des Plaines,IL,60016,209,true
2024-08-01,2023-01-01,Chicago,IL,60632,38,false
2024-08-01,2022-08-01,Chicago,IL,60625,248,true
2024-08-01,2020-02-01,Skokie,IL,60076,0,true
2024-08-01,2024-02-01,Park City,IL,60085,1,false
2024-08-01,2023-06-01,Chicago,IL,60629,215,true
2024-08-01,2024-06-01,,TX,,337,false
2024-08-01,2024-07-01,Chicago,IL,60656,323,false
2024-08-01,2016-07-01,Hammond,IN,46323,0,false
2024-08-01,2024-08-01,Schaumburg,IL,60173,15,false
2024-08-01,2024-07-01,Ballwin,MO,63021,0,false
2024-08-01,2021-06-01,Glendale Hts,IL,60139,0,false
2024-08-01,2024-06-01,Oak Lawn,IL,60453,387,true
2024-08-01,2023-09-01,Cicero,IL,60804,55,false
2024-08-01,2021-06-01,,IL,,0,false
2024-08-01,2024-07-01,Little Neck,NY,11362,0,false
2024-08-01,2024-07-01,,MI,,12,false
2024-08-01,2024-07-01,Chicago,IL,60657,3,false
2024-08-01,2017-06-01,Chicago,IL,60625,664,true
2024-08-01,2024-06-01,,IL,,28,false
2024-08-01,2024-06-01,,IL,,28,false
2024-08-01,2016-01-01,Chicago,IL,60625,425,true
2024-08-01,2024-08-01,Chicago,IL,60600,0,false
2024-08-01,2018-05-01,Chicago,IL,60634,89,true
2024-08-01,2024-02-01,Chicago,IL,60615,35,false
2024-08-01,2024-07-01,Joliet,IL,60435,2,false
2024-08-01,2017-06-01,Chicago,IL,60647,22,true
2024-08-01,2024-07-01,Chicago,IL,60618,0,false
2024-08-01,2024-07-01,Chicago,IL,60618,0,false
2024-08-01,2024-07-01,Chicago,IL,60618,0,false
2024-08-01,2024-07-01,Chicago,IL,60618,0,false
2024-08-01,2024-07-01,Chicago,IL,60618,0,false
2024-08-01,2024-07-01,Chicago,IL,60618,0,false
2024-08-01,2024-07-01,Chicago,IL,60618,0,false
2024-08-01,2024-07-01,Chicago,IL,60618,0,false
2024-08-01,2024-07-01,Chicago,IL,60618,0,false
2024-08-01,2024-07-01,Chicago,IL,60618,0,false
2024-08-01,2024-07-01,Chicago,IL,60618,0,false
2024-08-01,2024-07-01,Chicago,IL,60618,0,false
2024-08-01,2024-07-01,Chicago,IL,60618,0,false
2024-08-01,2024-07-01,Chicago,IL,60618,0,false
2024-08-01,2024-07-01,Chicago,IL,60618,0,false
2024-08-01,2024-07-01,Chicago,IL,60618,0,false
2024-08-01,2024-07-01,Chicago,IL,60618,0,false
2024-08-01,2024-07-01,Chicago,IL,60618,0,false
2024-08-01,2024-07-01,Chicago,IL,60618,0,false
2024-08-01,2024-07-01,Chicago,IL,60618,0,false
2024-08-01,2024-07-01,Chicago,IL,60618,0,false
2024-08-01,2024-07-01,Chicago,IL,60618,0,false
2024-08-01,2024-07-01,Chicago,IL,60618,0,false
2024-08-01,2024-07-01,Chicago,IL,60618,0,false
2024-08-01,2024-07-01,Chicago,IL,60618,0,false
2024-08-01,2024-07-01,Chicago,IL,60618,0,false
2024-08-01,2024-07-01,Chicago,IL,60618,0,false
2024-08-01,2024-07-01,Chicago,IL,60618,0,false
2024-08-01,2024-07-01,Chicago,IL,60618,0,false
2024-08-01,2024-07-01,Chicago,IL,60618,0,false
2024-08-01,2024-07-01,Chicago,IL,60618,0,false
2024-08-01,2024-07-01,Chicago,IL,60618,0,false
2024-08-01,2022-11-01,Chicago,IL,60625,101,false
2024-08-01,2017-04-01,Cary,IL,60013,5,true
2024-08-01,2016-08-01,Chicago,IL,60629,286,false
2024-08-01,2020-09-01,Chicago,IL,60707,0,false
2024-08-01,2024-07-01,Crete,IL,60417,45,false
2024-08-01,2023-11-01,Hanover Park,IL,60133,59,false
2024-08-01,2024-05-01,Chicago,IL,60660,52,false
2024-08-01,2024-07-01,Bellwood,IL,60104,161,true
2024-08-01,2023-10-01,Skokie,IL,60077,4,true
2024-08-01,2024-07-01,Genoa,IL,60135,18,true
2024-08-01,2024-02-01,Glen Ellyn,IL,60137,60,false
2024-08-01,2022-02-01,Bridgeview,IL,60455,0,true
2024-08-01,2022-07-01,Chicago,IL,60616,39,false
2024-08-01,2018-04-01,Chicago,IL,60608,132,false
2024-08-01,2024-04-01,Chicago,IL,60632,170,false
2024-08-01,2023-05-01,Rockford,IL,61107,0,false
2024-08-01,2017-08-01,Midlothian,IL,60445,405,true
2024-08-01,2024-02-01,Chicago,IL,60609,287,false
2024-08-01,2018-02-01,,WA,,247,true
2024-08-01,2023-06-01,Justice,IL,60458,144,false
2024-08-01,2022-12-01,Chicago,IL,60640,179,false
2024-08-01,2024-01-01,River Grove,IL,60171,62,false
2024-08-01,2024-03-01,Iowa City,IA,52240,69,false
2024-08-01,2023-12-01,Chicago,IL,60606,130,false
2024-08-01,2016-06-01,Chicago,IL,60618,293,false
2024-08-01,2016-01-01,Palatine,IL,60078,0,false
2024-08-01,2015-11-01,Bellwood,IL,60104,125,true
2024-08-01,2024-02-01,Franklin Park,IL,60131,98,true
2024-08-01,2023-12-01,Chicago,IL,60629,198,true
2024-08-01,2024-04-01,Chicago,IL,60637,51,false
2024-08-01,2024-07-01,Chicago,IL,60640,289,false
2024-08-01,2024-06-01,Chicago,IL,60659,398,false
2024-08-01,2017-03-01,Berwyn,IL,60402,32,false
2024-08-01,2018-07-01,M Prospect,IL,60056,44,false
2024-08-01,2017-11-01,Chicago,IL,60622,50,true
2024-08-01,2023-10-01,Morton Grove,IL,60053,160,false
2024-08-01,2024-02-01,Chicago,IL,60649,24,false
2024-08-01,2019-11-01,Rockford,IL,61103,0,true
2024-08-01,2024-08-01,Addison,IL,60101,20,true
2024-08-01,2023-07-01,Mount Prospect,IL,60056,11,false
2024-08-01,2023-03-01,Chicago,IL,60640,214,false
2024-08-01,2023-10-01,Dolton,IL,60419,73,false
2024-08-01,2021-10-01,Highland Park,IL,60035,20,false
2024-08-01,2024-08-01,Chicago,IL,60659,81,false
2024-08-01,2021-10-01,Elgin,IL,60123,9,false
2024-08-01,2023-02-01,Chicago,IL,60615,0,true
2024-08-01,2024-07-01,Chicago,IL,60647,173,false
2024-08-01,2020-01-01,Chicago,IL,60626,343,false
2024-08-01,2018-10-01,Chicago,IL,60630,223,true
2024-08-01,2024-02-01,Chicago,IL,60606,93,false
2024-08-01,2024-08-01,Warsaw,IN,46582,15,false
2024-08-01,2024-07-01,Chicago,IL,60623,25,false
2024-08-01,2024-07-01,Chicago,IL,60623,25,false
2024-08-01,2023-10-01,Plainfield,IL,60544,69,false
2024-08-01,2017-04-01,Valparaiso,IN,46383,3,false
2024-08-01,2018-12-01,Chicago,IL,60616,25,false
2024-08-01,2023-08-01,Miami Beach,FL,33139,50,false
2024-08-01,2017-03-01,Harwood Heights,IL,60706,322,false
2024-08-01,2022-05-01,Romeoville,IL,60446,0,false
2024-08-01,2024-01-01,Chicago,IL,60634,44,false
2024-08-01,2017-04-01,Chicago,IL,60629,24,false
2024-08-01,2022-03-01,Chicago,IL,60606,213,false
2024-08-01,2016-08-01,,NY,,0,false
2024-08-01,2024-03-01,Monee,IL,60449,383,false
2024-08-01,2023-12-01,Cicero,IL,60804,91,false
2024-08-01,2023-10-01,Monsey,NY,10952,434,true
2024-08-01,2024-07-01,Chicago,IL,60615,26,false
2024-08-01,2018-08-01,Schaumburg,IL,60173,5,false
2024-08-01,2019-05-01,Chicago,IL,60612,126,false
2024-08-01,2024-01-01,Chicago,IL,60640,129,false
2024-08-01,2022-01-01,Chicago,IL,60659,4,true
2024-08-01,2024-02-01,Des Plaines,IL,60018,32,false
2024-08-01,2023-05-01,Chicago,IL,60612,49,false
2024-08-01,2024-07-01,Chicago Ridge,IL,60415,82,false
2024-08-01,2016-08-01,Chicago,IL,60649,242,true
2024-08-01,2022-07-01,Chicago,IL,60625,0,true
2024-08-01,2022-07-01,Chicago,IL,60625,0,true
2024-08-01,2024-07-01,Chicago,IL,60634,47,false
2024-08-01,2024-01-01,Niles,IL,60714,40,false
2024-08-01,2024-01-01,Highland Park,IL,60035,43,false
2024-08-01,2020-03-01,Chicago,IL,60637,62,false
2024-08-01,2023-03-01,Addison,IL,60101,0,true
2024-08-01,2024-02-01,Melrose Park,IL,60160,405,false
2024-08-01,2024-07-01,Chicago,IL,60636,263,false
2024-08-01,2024-06-01,Seattle,WA,98144,275,false
2024-08-01,2023-02-01,Fort Wayne,IN,46816,0,false
2024-08-01,2020-02-01,Chicago,IL,60660,163,false
2024-08-01,2022-08-01,Chicago,IL,60649,101,false
